"","SurveyDate","SurveyYear","SurveyType","location","site_number","siteID","latitude","longitude","GyrfalconTerritory","Status","common_name"
"808","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","115B","115-14B (115-08; 15",65.41956667,-164.6450667,"T061","vacant","NULL"
"809","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","115A","115-14A (115-08; 15",65.4196,-164.6476,"T061","occupied","Rough_legged Hawk"
"810","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","116","116-08 (116F)",65.45461667,-164.6820333,"T010","vacant","NULL"
"811","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","116","116-08 (116F)",65.45461667,-164.6820333,"T010","vacant","NULL"
"812","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","117","117-08 (120B; 161-9",65.45748,-164.69415,"T010","occupied","Gyrfalcon"
"813","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","120","120-10 (120F; 165-9",65.45757,-164.7042,"T010","occupied","Rough_legged Hawk"
"814","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","120","120-10 (120F; 165-9",65.45757,-164.7042,"T010","occupied","NULL"
"815","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","738","738-08 (121D)",65.5427,-164.7325167,"T011","vacant","NULL"
"816","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","122","122-08",65.54395,-164.72363,"T011","occupied","Gyrfalcon"
"817","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","121","121-08 (121A; 166-9",65.52398,-164.70965,"T064","vacant","NULL"
"818","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","416","416-14 (416-08)",65.51648333,-164.7049333,"T172","occupied","Rough_legged Hawk"
"819","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Gyrfalcon"
"820","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Rough_legged Hawk"
"821","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","NULL"
"822","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","109A","109A-08",65.13543333,-164.9189167,"T098","vacant","NULL"
"823","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","055A","055-08A (055F)",65.13583333,-164.8765,"T053","occupied","NULL"
"824","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","545","545-08 (545F)",65.05245,-164.79405,"T110","vacant","NULL"
"825","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","102","102-15 (102-08;102F",64.90371667,-164.8599167,"T060","vacant","NULL"
"826","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","418","418-13 (418F)",64.79293333,-165.1057333,"T095","occupied","Golden Eagle"
"827","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","173","173-13 (173F; 232-9",64.9431,-164.4240667,"T020","vacant","NULL"
"828","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","172","172-08 (421D)",64.94048333,-164.42335,"T020","occupied","Gyrfalcon"
"829","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","Raven"
"830","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","Rough_legged Hawk"
"831","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","516A","516A",64.75967,-164.77051,"T005","vacant","NULL"
"832","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","74","074-08 (074A; 074F)",64.75656667,-164.7627,"T005","vacant","NULL"
"833","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","79","079-13 (079A)",64.74467,-164.74073,"T168","occupied","Gyrfalcon"
"834","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","79","079-13 (079A)",64.74467,-164.74073,"T168","occupied","NULL"
"835","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","78","078-13 <078-08>",64.73813333,-164.733,"T179","vacant","NULL"
"836","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","424","424-13 <424-08>",64.73233333,-164.7342833,"T006","vacant","NULL"
"837","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","45","045-13 (045A; 141C)",64.73341667,-164.7300667,"T006","vacant","NULL"
"838","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","81","081-13 (141B)",64.73193333,-164.7174833,"T006","vacant","NULL"
"839","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","141","141-13 (141F)",64.72856667,-164.7282833,"T006","vacant","NULL"
"840","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","70","070-13 (070F; 207C;",64.72661667,-164.7832333,"T004","occupied","Rough_legged Hawk"
"841","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","069A","069-13 (762)",64.72405,-164.79432,"T175","vacant","NULL"
"842","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","069B","762-13 (069; 070E)",64.72448333,-164.7926333,"T175","vacant","NULL"
"843","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","826","826-13 (826F)",64.7058,-164.8936167,"T132","occupied","Gyrfalcon"
"844","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","826","826-13 (826F)",64.7058,-164.8936167,"T132","occupied","NULL"
"845","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","65","065-08 <065-13>",64.63833333,-165.0273167,"T074","occupied","Raven"
"846","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","65","065-08 <065-13>",64.63833333,-165.0273167,"T074","occupied","NULL"
"847","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","699A","699-13A (699C)",64.66341667,-164.3284167,"T163","vacant","NULL"
"848","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","865","865-14 (WPT001 DAY2",64.69511667,-164.2298667,"T167","occupied","NULL"
"849","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","865","865-14 (WPT001 DAY2",64.69511667,-164.2298667,"T167","occupied","NULL"
"850","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","700","700-08",64.69323,-164.17967,"T031","vacant","NULL"
"851","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","432","453-13 (453A; 453F1",64.69497,-164.18168,"T031","occupied","Gyrfalcon"
"852","5/6/2019",2019,"occupancy/early survey","Seward Peninsula","452","452-13 (452G)",64.69475,-164.1831167,"T031","vacant","NULL"
"853","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","60","060-13 (060A; 179-9",65.2143,-164.3246667,"T056","occupied","Gyrfalcon"
"854","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","420","420-08",65.21498333,-164.39085,"T159","occupied","Rough_legged Hawk"
"855","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","Gyrfalcon"
"856","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","134","134-08 (134F)",65.1213,-164.3340667,"T065","occupied","Rough_legged Hawk"
"857","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","134","134-08 (134F)",65.1213,-164.3340667,"T065","occupied","NULL"
"858","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","135","135-08  (135F)",65.06423333,-164.3084333,"T066","occupied","Rough_legged Hawk"
"859","5/7/2019",2019,"occupancy/early survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","occupied","Rough_legged Hawk"
"860","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","22","022-14 (022-08; 022",64.60325,-165.6761333,"T048","occupied","Rough_legged Hawk"
"861","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","550","550-14 (550A; 550-1",64.61615,-165.6738667,"T112","vacant","NULL"
"862","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","209","277-14A (277-99; 27",64.61415,-165.7166333,"T149","occupied","Rough_legged Hawk"
"863","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","210","277-14B (210-08; 27",64.6147,-165.7187167,"T149","vacant","NULL"
"864","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","18","018-14 (018-Z; 018-",64.7221,-166.0194167,"T015","vacant","NULL"
"865","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","526A","526-14A (526-Z; 526",64.7231,-166.0213,"T015","vacant","NULL"
"866","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","526B","526-14B (526-04; 52",64.72388,-166.02333,"T015","vacant","NULL"
"867","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","526B","526-14B (526-04; 52",64.72388,-166.02333,"T015","vacant","NULL"
"868","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","624","624-14 (624-08; 624",64.7249,-166.0243833,"T015","occupied","Gyrfalcon"
"869","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","624","624-14 (624-08; 624",64.7249,-166.0243833,"T015","occupied","Raven"
"870","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","625A","625-14A (625-Z; 625",64.72511667,-166.0283333,"T015","vacant","NULL"
"871","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","201","201-14 (201F; 201-Z",64.72608,-166.03143,"T015","occupied","Rough_legged Hawk"
"872","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","201","201-14 (201F; 201-Z",64.72608,-166.03143,"T015","occupied","NULL"
"873","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","871","871",64.72615,-166.03875,"T141","vacant","NULL"
"874","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","202","202-14 (202-Z; 202G",64.67898333,-166.0562667,"T148","vacant","NULL"
"875","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","320A","320-14A (320F; 320-",64.69471667,-166.121,"T085","vacant","NULL"
"876","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","194","194-14 (194-Z; 194A",64.69788333,-166.2057,"T072","occupied","Rough_legged Hawk"
"877","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","194","194-14 (194-Z; 194A",64.69788333,-166.2057,"T072","occupied","NULL"
"878","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","015A","015-14A (015-08)",64.77426667,-166.2015167,"T047","occupied","Gyrfalcon"
"879","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","13","013-14 (013-02; 013",64.75438333,-166.3826167,"T025","occupied","Gyrfalcon"
"880","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","664A","664-14A (664G; 664-",64.74568333,-166.3797167,"T045","vacant","NULL"
"881","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","664B","664-14B (664G; 664-",64.74523333,-166.3796167,"T045","vacant","NULL"
"882","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","196","629-08 (029-98; 262",64.7438,-166.3770667,"T045","vacant","NULL"
"883","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","195","195-14 (195-08; 195",64.73008333,-166.36395,"T073","occupied","Raven"
"884","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","11","011-14 (011-Z; 011F",64.68563333,-166.2962333,"T046","occupied","NULL"
"885","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","192A","192-14A (192-Z; 192",64.63935,-166.0559833,"T071","vacant","NULL"
"886","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","189","189-14 (546E; 008-9",64.56858333,-166.0556,"T070","occupied","Raven"
"887","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","189","189-14 (546E; 008-9",64.56858333,-166.0556,"T070","occupied","NULL"
"888","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","855","855-14 (189-14; 189",64.56836667,-166.0502,"T070","vacant","NULL"
"889","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","856","856-13 (546C; 855-1",64.56818333,-166.0474,"T070","vacant","NULL"
"890","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","523","523-08 (523A; 523-Z",64.56936667,-166.0435333,"T070","occupied","Rough_legged Hawk"
"891","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","546","546-14 (546-Z; 546-",64.56526667,-166.01725,"T111","occupied","Gyrfalcon"
"892","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","2","002-13 (002-Z; 002A",64.55216667,-165.8746167,"T042","vacant","NULL"
"893","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","3","003-14 (003-Z; OO3A",64.5503,-165.86715,"T042","occupied","Raven"
"894","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","3","003-14 (003-Z; OO3A",64.5503,-165.86715,"T042","occupied","NULL"
"895","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","186A","186-14A (186-08A; 1",64.5506,-165.86285,"T042","vacant","NULL"
"896","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","185","185-08 (185A; 185-Z",64.57043,-165.78868,"T069","occupied","Rough_legged Hawk"
"897","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","442","442-13 (212B)",64.66477,-165.48308,"T021","occupied","Raven"
"898","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","442","442-13 (212B)",64.66477,-165.48308,"T021","occupied","NULL"
"899","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","213","213-13 (212F2; 281-",64.66823333,-165.4769,"T021","occupied","Gyrfalcon"
"900","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","212","212-13 (212G)",64.66758333,-165.4752667,"T021","vacant","NULL"
"901","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","026A","026-13 (026-08; 026",64.73188333,-165.5485167,"T049","vacant","NULL"
"902","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","28","028-13 (028-08; 028",64.73358,-165.43093,"T050","vacant","NULL"
"903","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","029A","029-14A (029-08; 02",64.7316,-165.42025,"T050","occupied","Rough_legged Hawk"
"904","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","029A","029-14A (029-08; 02",64.7316,-165.42025,"T050","occupied","NULL"
"905","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","218A","670-08 (218F1; 218-",64.75973,-165.42073,"T022","occupied","Gyrfalcon"
"906","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","030A","030-14 (030-13; 030",64.75791667,-165.4499833,"T051","vacant","NULL"
"907","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","225","225-08 (534D)",64.80917,-165.20342,"T023","occupied","Gyrfalcon"
"908","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","534","534-08 (534F)",64.80552,-165.1991,"T023","occupied","Rough_legged Hawk"
"909","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","534","534-08 (534F)",64.80552,-165.1991,"T023","occupied","NULL"
"910","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","226","226-08 (535A)",64.80402,-165.19765,"T023","occupied","Raven"
"911","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","535","535-08 (226B)",64.80668,-165.19303,"T023","vacant","NULL"
"912","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","215","215-13 (185-98; 283",64.79216667,-165.3486833,"T078","vacant","NULL"
"913","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","33","033-08",64.73032,-165.31505,"T052","occupied","Rough_legged Hawk"
"914","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","33","033-08",64.73032,-165.31505,"T052","occupied","NULL"
"915","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","230","230-08",64.731,-165.32215,"T052","occupied","Gyrfalcon"
"916","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","419A","419-13 (419-08; 419",64.73925,-165.3437833,"T158","occupied","Rough_legged Hawk"
"917","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","231","231-13 (231F2; 768-",64.66723333,-165.3456667,"T150","vacant","NULL"
"918","6/22/2019",2019,"productivity/comprehensive survey","Seward Peninsula","441","441-13 (441A)",64.6621,-165.3489333,"T150","occupied","NULL"
"919","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","208","208-14 (208-08; 208",64.64868,-165.64315,"T024","occupied","Gyrfalcon"
"920","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","208","208-14 (208-08; 208",64.64868,-165.64315,"T024","occupied","NULL"
"921","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","493","493-08",65.08998333,-166.2386333,"T104","occupied","Raven"
"922","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","493","493-08",65.08998333,-166.2386333,"T104","occupied","Rough_legged Hawk"
"923","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","493","493-08",65.08998333,-166.2386333,"T104","occupied","NULL"
"924","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","254","254-14 (254-08; 254",65.09468,-166.21857,"T081","occupied","Gyrfalcon"
"925","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","343A","343-14A (343-08)",65.12791667,-166.1798333,"T082","occupied","Gyrfalcon"
"926","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","256A","256-14A (256-08; 25",65.13106667,-166.1710667,"T082","vacant","NULL"
"927","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","256B","256-14B (256-08; 25",65.13068,-166.16913,"T082","occupied","Rough_legged Hawk"
"928","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","258","538-08 (258-02; 499",65.19431667,-166.2111667,"T108","vacant","NULL"
"929","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","349","349-14 (349A2; 349-",65.19573333,-166.0379333,"T088","occupied","Gyrfalcon"
"930","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","349","349-14 (349A2; 349-",65.19573333,-166.0379333,"T088","occupied","NULL"
"931","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","438","438-08 (632-08; 203",64.81603,-165.9062,"T016","occupied","Raven"
"932","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","438","438-08 (632-08; 203",64.81603,-165.9062,"T016","occupied","Gyrfalcon"
"933","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","203","203-14 (203-08)",64.8173,-165.9076167,"T016","occupied","Gyrfalcon"
"934","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","633A","633-14A",64.81816667,-165.9081333,"T016","vacant","NULL"
"935","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","633B","633-08B",64.81913,-165.90927,"T016","occupied","Rough_legged Hawk"
"936","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","020A","020-14A (020-08; 02",64.7669,-165.8467,"T139","vacant","NULL"
"937","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","020A","020-14A (020-08; 02",64.7669,-165.8467,"T139","vacant","NULL"
"938","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","020B","020-14B (754-08; 01",64.76688,-165.84432,"T139","occupied","NULL"
"939","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","849","849-12",64.73105,-165.7179833,"T171","vacant","NULL"
"940","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","665","665-14 (665-09; 204",64.72742,-165.73535,"T017","occupied","NULL"
"941","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","206","206-14 (206-13; 206",64.72393,-165.71218,"T134","vacant","NULL"
"942","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","207B","747-08",64.70968,-165.67407,"T077","occupied","NULL"
"943","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","207A","207-14 (207A; 207D;",64.70973333,-165.6712667,"T077","occupied","NULL"
"944","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","115B","115-14B (115-08; 15",65.41956667,-164.6450667,"T061","vacant","NULL"
"945","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","115A","115-14A (115-08; 15",65.4196,-164.6476,"T061","vacant","NULL"
"946","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","116","116-08 (116F)",65.45461667,-164.6820333,"T010","occupied","NULL"
"947","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","116","116-08 (116F)",65.45461667,-164.6820333,"T010","occupied","NULL"
"948","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","117","117-08 (120B; 161-9",65.45748,-164.69415,"T010","vacant","NULL"
"949","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","117","117-08 (120B; 161-9",65.45748,-164.69415,"T010","vacant","NULL"
"950","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","120","120-10 (120F; 165-9",65.45757,-164.7042,"T010","occupied","Rough_legged Hawk"
"951","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","738","738-08 (121D)",65.5427,-164.7325167,"T011","vacant","NULL"
"952","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","122","122-08",65.54395,-164.72363,"T011","vacant","NULL"
"953","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","121","121-08 (121A; 166-9",65.52398,-164.70965,"T064","vacant","NULL"
"954","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","416","416-14 (416-08)",65.51648333,-164.7049333,"T172","occupied","NULL"
"955","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Peregrin Falcon"
"956","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Rough_legged Hawk"
"957","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Rough_legged Hawk"
"958","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","109A","109A-08",65.13543333,-164.9189167,"T098","vacant","NULL"
"959","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","055A","055-08A (055F)",65.13583333,-164.8765,"T053","occupied","NULL"
"960","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","545","545-08 (545F)",65.05245,-164.79405,"T110","vacant","NULL"
"961","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","102","102-15 (102-08;102F",64.90371667,-164.8599167,"T060","vacant","NULL"
"962","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","418","418-13 (418F)",64.79293333,-165.1057333,"T095","occupied","Golden Eagle"
"963","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","699A","699-13A (699C)",64.66341667,-164.3284167,"T163","vacant","NULL"
"964","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","700","700-08",64.69323,-164.17967,"T031","vacant","NULL"
"965","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","432","453-13 (453A; 453F1",64.69497,-164.18168,"T031","occupied","Rough_legged Hawk"
"966","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","432","453-13 (453A; 453F1",64.69497,-164.18168,"T031","occupied","NULL"
"967","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","452","452-13 (452G)",64.69475,-164.1831167,"T031","vacant","NULL"
"968","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","60","060-13 (060A; 179-9",65.2143,-164.3246667,"T056","vacant","NULL"
"969","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","420","420-08",65.21498333,-164.39085,"T159","occupied","Rough_legged Hawk"
"970","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","NULL"
"971","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","NULL"
"972","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","134","134-08 (134F)",65.1213,-164.3340667,"T065","occupied","Rough_legged Hawk"
"973","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","135","135-08  (135F)",65.06423333,-164.3084333,"T066","occupied","Rough_legged Hawk"
"974","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","occupied","Peregrin Falcon"
"975","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","occupied","NULL"
"976","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","173","173-13 (173F; 232-9",64.9431,-164.4240667,"T020","vacant","NULL"
"977","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","172","172-08 (421D)",64.94048333,-164.42335,"T020","occupied","Gyrfalcon"
"978","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","NULL"
"979","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","NULL"
"980","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","516A","516A",64.75967,-164.77051,"T005","vacant","NULL"
"981","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","74","074-08 (074A; 074F)",64.75656667,-164.7627,"T005","vacant","NULL"
"982","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","79","079-13 (079A)",64.74467,-164.74073,"T168","occupied","Gyrfalcon"
"983","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","78","078-13 <078-08>",64.73813333,-164.733,"T179","vacant","NULL"
"984","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","424","424-13 <424-08>",64.73233333,-164.7342833,"T006","vacant","NULL"
"985","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","45","045-13 (045A; 141C)",64.73341667,-164.7300667,"T006","vacant","NULL"
"986","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","81","081-13 (141B)",64.73193333,-164.7174833,"T006","vacant","NULL"
"987","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","141","141-13 (141F)",64.72856667,-164.7282833,"T006","vacant","NULL"
"988","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","70","070-13 (070F; 207C;",64.72661667,-164.7832333,"T004","occupied","Rough_legged Hawk"
"989","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","069A","069-13 (762)",64.72405,-164.79432,"T175","vacant","NULL"
"990","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","069B","762-13 (069; 070E)",64.72448333,-164.7926333,"T175","vacant","NULL"
"991","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","826","826-13 (826F)",64.7058,-164.8936167,"T132","occupied","Gyrfalcon"
"992","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","826","826-13 (826F)",64.7058,-164.8936167,"T132","occupied","NULL"
"993","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","65","065-08 <065-13>",64.63833333,-165.0273167,"T074","occupied","Raven"
"994","6/24/2019",2019,"productivity/comprehensive survey","Seward Peninsula","65","065-08 <065-13>",64.63833333,-165.0273167,"T074","occupied","NULL"
"995","6/25/2019",2019,"productivity/comprehensive survey","Seward Peninsula","865","865-14 (WPT001 DAY2",64.69511667,-164.2298667,"T167","occupied","NULL"
"996","6/25/2016",2016,"productivity/comprehensive survey","Seward Peninsula","195","195-14 (195-08; 195",64.73008333,-166.36395,"T073","occupied","Gyrfalcon"
